Comment,Sentimento,texto_limpo,y,User Verified,Thumbnail,Comment ID,Profile URL,Comment URL,Comment_limpo,Predicao,Unnamed: 0,Unnamed: 1,Name,Username,Profile ID,Date,Likes
🧡😍,Positivo,encantado,1,no,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/357813327_596644779123522_5730223761893842663_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=N7VLpVkPrzoQ7kNvgEMgDCh&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGXUs8gtFt-JxLHteZenn6SSU7CZvW-1XRLPzQECuRWLA&oe=67F460DE&_nc_sid=0985b0,17942493485991346,https://www.instagram.com/naturabroficial,https://www.instagram.com/p/DH88xCaR1oj/c/17942493485991346,encantado,1.0,,,,,,,
🧡😍,Positivo,encantado,1,no,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/357813327_596644779123522_5730223761893842663_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=N7VLpVkPrzoQ7kNvgEMgDCh&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGXUs8gtFt-JxLHteZenn6SSU7CZvW-1XRLPzQECuRWLA&oe=67F460DE&_nc_sid=0985b0,18072048289855698,https://www.instagram.com/naturabroficial,https://www.instagram.com/p/DH88xCaR1oj/c/18072048289855698,encantado,1.0,,,,,,,
😍,Positivo,encantado,1,no,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/321927078_118808147579508_7468597500482171983_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=SX_LiLtWLQEQ7kNvgFfEFAQ&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEOH1p3RBvhsetAEPi6Es4mc7EhS-El6iPUTgw3dMvGlQ&oe=67F462CB&_nc_sid=0985b0,17902012128118366,https://www.instagram.com/ms.aba,https://www.instagram.com/p/DH88xCaR1oj/c/17902012128118366,encantado,1.0,,,,,,,
😍🧡,Positivo,encantado,1,no,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/357813327_596644779123522_5730223761893842663_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=N7VLpVkPrzoQ7kNvgEMgDCh&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGXUs8gtFt-JxLHteZenn6SSU7CZvW-1XRLPzQECuRWLA&oe=67F460DE&_nc_sid=0985b0,17903712771139169,https://www.instagram.com/naturabroficial,https://www.instagram.com/p/DH88xCaR1oj/c/17903712771139169,encantado,1.0,,,,,,,
😍😍😍😍👏👏👏👏👏,Positivo,encantado encantado encantado encantado aplauso aplauso aplauso aplauso aplauso,1,no,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/238672924_180019450761064_2890489107803174677_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=gY1G0gRRpTAQ7kNvgGpCAlx&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHjC5JLf6WVVr08T_DxxCo7wwo26FiWh8q6730PHOjECQ&oe=67F46CCF&_nc_sid=0985b0,17872868139321801,https://www.instagram.com/conceicao.carvalho.77377,https://www.instagram.com/p/DH88xCaR1oj/c/17872868139321801,encantado encantado encantado encantado aplauso aplauso aplauso aplauso aplauso,1.0,,,,,,,
Maravilhosaaaa! Ameiii,Positivo,maravilhosaa ameii,1,no,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/429945321_1448073646104640_5930283730358765343_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=F3-d-qzgDl8Q7kNvgGvIXl0&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYFhTWktEzujbJ0LY0ZpZ7YmP5PY05eNRtwin41Tz3O4Ww&oe=67F46E47&_nc_sid=0985b0,17926352729934364,https://www.instagram.com/lidermichelelopes,https://www.instagram.com/p/DH88xCaR1oj/c/17926352729934364,maravilhosaa ameii,0.0,,,,,,,
👏👏,Positivo,aplauso aplauso,1,no,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/172267482_507338430290986_5711140689832429523_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=icWHaJ1_uOYQ7kNvgFb4Lqs&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEivdTMsE53KEw7HS0PE5GXLhYD_23gA359VOM1EFAwww&oe=67F476DA&_nc_sid=0985b0,18027795140384339,https://www.instagram.com/natura_con_alcira,https://www.instagram.com/p/DH88xCaR1oj/c/18027795140384339,aplauso aplauso,1.0,,,,,,,
😍😍😍😍,Positivo,encantado encantado encantado encantado,1,no,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/483708884_1797423807704629_6083082290160651540_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=J0_2FL7QiQUQ7kNvgFEtcys&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHV_DVUB3fs5DVOQvcdPn1rTP87mNMnEGMjXWuYCzu7Yw&oe=67F45705&_nc_sid=0985b0,17928878610023168,https://www.instagram.com/rennelimaoficial,https://www.instagram.com/p/DH88xCaR1oj/c/17928878610023168,encantado encantado encantado encantado,1.0,,,,,,,
Diva !!,Positivo,diva,1,no,https://scontent-fra5-2.cdninstagram.com/v/t51.2885-19/476144138_1122177529397178_2399901169649911383_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=D8OLIRW9q3MQ7kNvgFApx6N&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYEIk_EwAJqTYVmLCf8Ff_WxDWRj9RevUkMQj1NNfC4AJg&oe=67F45E98&_nc_sid=0985b0,18378003682191656,https://www.instagram.com/edgar.rmonteiro,https://www.instagram.com/p/DH88xCaR1oj/c/18378003682191656,diva,0.0,,,,,,,
👏👏🧡😀😘😍😒🎨,Positivo,aplauso aplauso beijo encantado desapontado,1,no,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/429761274_1454066355542465_6911764351566771513_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=yKLZzsxszu8Q7kNvgHhuT-C&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHmAf9YqCEHbofj6hsQWhyGXgNSWeFIxPEGlKuaJJxOLg&oe=67F462F0&_nc_sid=0985b0,18274769389251325,https://www.instagram.com/helia.araujo.1297,https://www.instagram.com/p/DH88xCaR1oj/c/18274769389251325,aplauso aplauso beijo encantado desapontado,1.0,,,,,,,
"Iza, Sheron Menezes, Erika Januza ... faltou a @taisdeverdade pra completar esse time de Rainhas pretas 🫰🏽😍",Positivo,iza sheron menezes erika januza  faltou a  pra completar esse time de rainhas pretas encantado,1,no,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/472415503_896611575642843_8811046074447384264_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=vOddXJVd4HoQ7kNvgFchaqE&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYE5MB1ur_y10tFA_N5yiF_4YE809gTwYNH86BF-DMK8VA&oe=67F450EC&_nc_sid=0985b0,18074614666835480,https://www.instagram.com/alexbatistadesantana,https://www.instagram.com/p/DH88xCaR1oj/c/18074614666835480,iza sheron menezes erika januza  faltou a  pra completar esse time de rainhas pretas encantado,1.0,,,,,,,
A diva exala realeza 👸🏾🤎🤎,Positivo,a diva exala realeza,1,no,https://scontent-fra3-2.cdninstagram.com/v/t51.2885-19/298848872_368783235457876_4486434120084077828_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-2.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=jNGOHSNhSGoQ7kNvgFgq1vk&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH0JzFjmxQxzaZe6vR16PUIhVEd_MHGte1mUZY1laIKjQ&oe=67F479CF&_nc_sid=0985b0,17919256547964235,https://www.instagram.com/emilia_djamila,https://www.instagram.com/p/DH88xCaR1oj/c/17919256547964235,a diva exala realeza,0.0,,,,,,,
😍,Positivo,encantado,1,no,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/482640948_588836567483895_3043078006936623560_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=fzdk4kZ_8KoQ7kNvgGJgVbv&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYE5QIitf0KVPC4zeY__qwbvAOXlI_poJw7NVREYblJ69g&oe=67F459E3&_nc_sid=0985b0,17842588830458283,https://www.instagram.com/hugocesarlg,https://www.instagram.com/p/DH88xCaR1oj/c/17842588830458283,encantado,1.0,,,,,,,
Icônico 😍,Positivo,icônico encantado,1,no,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/482640948_588836567483895_3043078006936623560_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=fzdk4kZ_8KoQ7kNvgGJgVbv&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYE5QIitf0KVPC4zeY__qwbvAOXlI_poJw7NVREYblJ69g&oe=67F459E3&_nc_sid=0985b0,18401285980099029,https://www.instagram.com/hugocesarlg,https://www.instagram.com/p/DH88xCaR1oj/c/18401285980099029,icônico encantado,1.0,,,,,,,
😍😍😍,Positivo,encantado encantado encantado,1,no,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/482640948_588836567483895_3043078006936623560_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=fzdk4kZ_8KoQ7kNvgGJgVbv&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYE5QIitf0KVPC4zeY__qwbvAOXlI_poJw7NVREYblJ69g&oe=67F459E3&_nc_sid=0985b0,18000297377602732,https://www.instagram.com/hugocesarlg,https://www.instagram.com/p/DH88xCaR1oj/c/18000297377602732,encantado encantado encantado,1.0,,,,,,,
"Belíssima! Eu amo, sabe? E eu amo essa linha Todo Dia!",Positivo,belíssima eu amo sabe e eu amo essa linha todo dia,1,no,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/486159688_829220652737439_511325834884215415_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=ak2lEsOvNrIQ7kNvgHKk03N&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHqeY_RBGKJ_DnSF-_dFDG3-sHPOCdVcaclYrmUKPo2ug&oe=67F45E70&_nc_sid=0985b0,17961052277870185,https://www.instagram.com/eupauliinho,https://www.instagram.com/p/DH88xCaR1oj/c/17961052277870185,belíssima eu amo sabe e eu amo essa linha todo dia,0.0,,,,,,,
Boaaaa 💐,Positivo,boaa,1,no,https://scontent-fra3-1.cdninstagram.com/v/t51.2885-19/477136794_2414795732231813_6021309161982164249_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra3-1.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=QXbSq7JqE4AQ7kNvgGldKPC&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYH6atLkilcYf29Z2VwnzEZssIU6P0aMn9aEmO5w0kZQ9A&oe=67F47BC0&_nc_sid=0985b0,18104438605499958,https://www.instagram.com/th.xvr,https://www.instagram.com/p/DH88xCaR1oj/c/18104438605499958,boaa,0.0,,,,,,,
😍🧡,Positivo,encantado,1,no,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/357813327_596644779123522_5730223761893842663_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=N7VLpVkPrzoQ7kNvgEMgDCh&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGXUs8gtFt-JxLHteZenn6SSU7CZvW-1XRLPzQECuRWLA&oe=67F460DE&_nc_sid=0985b0,18335902240090605,https://www.instagram.com/naturabroficial,https://www.instagram.com/p/DH88xCaR1oj/c/18335902240090605,encantado,1.0,,,,,,,
😍😍,Positivo,encantado encantado,1,no,https://scontent-fra5-1.cdninstagram.com/v/t51.2885-19/357813327_596644779123522_5730223761893842663_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra5-1.cdninstagram.com&_nc_cat=1&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=N7VLpVkPrzoQ7kNvgEMgDCh&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYGXUs8gtFt-JxLHteZenn6SSU7CZvW-1XRLPzQECuRWLA&oe=67F460DE&_nc_sid=0985b0,18052088450184995,https://www.instagram.com/naturabroficial,https://www.instagram.com/p/DH88xCaR1oj/c/18052088450184995,encantado encantado,1.0,,,,,,,
É linda demais 😍😍,Positivo,é linda demais encantado encantado,1,no,https://scontent-fra5-2.cdninstagram.com/v/t51.2885-19/459028920_493497553575177_1039576810615262090_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1de6OT6Dvr7l8M2EQgW9HayXkCHq9mwGstPCZaDUWVgsFUArCpihFqc3z3h4_Leo&_nc_ohc=_8iCq_dlwu8Q7kNvgFGZaA2&_nc_gid=S5-LtRZBcYlVRhbG1pwncA&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AYHfYxRm6NLXFICW_e22wXT373dz4BRVXsDh6Np_-NMXow&oe=67F44512&_nc_sid=0985b0,18076535650787323,https://www.instagram.com/carolericaa,https://www.instagram.com/p/DH88xCaR1oj/c/18076535650787323,é linda demais encantado encantado,1.0,,,,,,,
